userId,recommended_movieIds
182,"[6, 524, 1036, 22, 45, 71, 110, 151, 193, 762, 255, 780, 786, 281, 318, 338, 378, 445, 457, 587]"
183,"[541, 6787, 1201, 1221, 745, 8961, 79132, 858, 5995, 441, 5952, 50, 7153, 44555, 3147, 1120, 4226, 778, 4878, 272]"
184,"[6, 16, 32, 593, 110, 111, 648, 230, 247, 778, 50, 608, 47, 235, 153, 11, 36, 45, 58, 596]"
185,"[176, 177, 188, 6333, 235, 2289, 2291, 288, 293, 2460, 541, 2599, 2626, 596, 4846, 899, 914, 968, 3020, 7153]"
186,"[1090, 1193, 1197, 1210, 68358, 59315, 480, 527, 260, 858, 6377, 1240, 593, 7263, 1036, 44555, 1042, 47, 3147, 1653]"
187,"[1617, 237, 2297, 2359, 8530, 55820, 4623, 68157, 2707, 778, 2863, 904, 908, 7139, 44195, 1288, 48394, 79132, 3510, 5791]"
188,"[1, 266, 527, 237, 150, 529, 21, 153, 432, 440, 58, 466, 348, 608, 225, 497, 246, 300, 47, 231]"
189,"[2, 527, 1073, 593, 608, 4228, 7361, 1240, 1265, 3826, 260, 4027, 480, 7153, 1197, 1036, 589, 1653, 1148, 5782]"
190,"[16, 527, 1073, 2108, 2186, 1682, 2739, 3273, 3793, 1247, 235, 260, 1304, 3358, 1836, 1354, 348, 377, 3451, 1916]"
191,"[663, 806, 50, 471, 107, 111, 246, 515, 11, 17, 151, 280, 282, 39, 1073, 608, 225, 253, 509, 590]"
192,"[1029, 219, 110, 593, 596, 588, 589, 587, 296, 1028, 661, 21, 282, 32, 312, 455, 337, 217, 475, 733]"
193,"[3072, 24, 1136, 3186, 1148, 648, 1198, 1210, 1219, 1228, 4306, 1259, 1262, 2291, 260, 48394, 4886, 5418, 5952, 4979]"
194,"[593, 553, 590, 588, 2, 261, 10, 153, 161, 34, 440, 357, 47, 316, 337, 364, 595]"
195,"[14, 16, 2076, 162, 230, 2288, 262, 296, 308, 307, 322, 326, 373, 465, 501, 515, 2571, 596, 635, 678]"
196,"[6, 4105, 16, 4128, 4140, 2119, 104, 4247, 165, 2273, 4321, 4344, 2302, 4351, 266, 2324, 296, 307, 4443, 2423]"
197,"[1, 594, 2657, 611, 671, 1198, 1199, 1221, 1253, 1265, 1301, 2363, 2365, 924, 3499, 2571, 1036, 3082, 1552, 3635]"
198,"[5121, 2076, 3617, 555, 56367, 58, 141886, 581, 590, 30810, 79469, 111, 106100, 3202, 1673, 1674, 97938, 1682, 64660, 2706]"
199,"[1221, 122892, 30810, 30812, 92259, 30825, 4306, 2395, 74152, 441, 152081, 2580, 2581, 72226, 586, 96911, 88810, 54001, 97057, 832]"
200,"[5995, 51255, 36931, 92259, 69757, 71838, 2268, 2302, 59784, 47610, 152081, 68157, 589, 99114, 33615, 62374, 109487, 33794, 27724, 3156]"
201,"[88125, 223, 466, 31193, 524, 55820, 82459, 594, 2804, 905, 919, 923, 953, 1079, 1127, 1203, 58559, 1230, 52435, 48516]"
202,"[589, 1197, 54286, 527, 32, 51255, 2115, 2118, 595, 6796, 2193, 112852, 1240, 2268, 2791, 6377, 2792, 1265, 2804, 2324]"
203,"[2858, 2944, 260, 524, 1172, 32, 3361, 296, 1193, 1196, 1201, 2231, 1089, 7502, 608, 5995, 750, 1203, 2959, 79132]"
204,"[2106, 1222, 4299, 2542, 4117, 50, 1077, 1084, 80, 1228, 759, 1278, 1299, 296, 2863, 318, 858, 908, 910, 919]"
205,"[3081, 122904, 2596, 551, 1580, 2657, 5218, 73321, 48774, 48780, 111759, 72356, 8874, 8371, 134853, 3793, 53972, 51935, 6378, 2291]"
206,"[527, 2454, 2455, 3101, 2078, 1193, 1580, 1196, 575, 318, 1221, 1233, 593, 858, 1148, 541, 4226, 30810, 8798, 2918]"
207,"[2858, 73, 2762, 2478, 502, 1019, 527, 4874, 780, 786, 2712, 551, 50, 1213, 319, 4161, 2502, 327, 1610, 81]"
208,"[4011, 122882, 27664, 72226, 555, 3160, 30810, 2692, 1673, 2186, 48780, 89759, 44195, 8874, 38061, 1729, 1219, 1259, 1784, 2318]"
209,"[17, 296, 2858, 2997, 1464, 1213, 1221, 76, 1357, 1617, 2001, 728, 2908, 608, 356, 1641, 1517, 376, 2324, 2706]"
210,"[1233, 25, 4226, 541, 8798, 2918, 32, 733, 141, 653, 784, 785, 17, 3996, 802, 805, 1197, 52, 58, 1213]"
211,"[58, 1542, 25, 26, 1050, 1566, 1059, 1573, 1061, 50, 1077, 588, 92, 613, 112, 631, 1693, 1183, 1704, 1196]"
212,"[1196, 41, 88125, 4326, 59784, 82459, 6776, 6852, 4880, 37741, 905, 910, 3039, 42004, 1079, 27721, 1127, 1214, 1224, 1299]"
213,"[118696, 2, 88129, 161944, 98491, 4327, 318, 96588, 119141, 104841, 2501, 152017, 145935, 6753, 84601, 653, 4795, 58047, 2761, 140110]"
214,"[34, 2114, 2186, 2243, 4306, 4308, 2302, 2313, 2324, 2344, 2391, 2396, 482, 497, 538, 635, 678, 728, 800, 2908]"
215,"[3089, 2043, 50, 2102, 3671, 1214, 1220, 1233, 1252, 1278, 1287, 3871, 4406, 3897, 2396, 3435, 905, 1939, 910, 923]"
216,"[858, 4357, 2330, 2359, 4447, 474, 55820, 68157, 750, 8949, 904, 908, 5064, 3039, 44195, 1200, 1204, 1214, 58559, 1230]"
217,"[4247, 216, 223, 2273, 4344, 2302, 4369, 2353, 333, 524, 2863, 2947, 2949, 3082, 5152, 1060, 1080, 1214, 58559, 1288]"
218,"[152077, 527, 2064, 1584, 581, 1148, 48774, 6796, 48780, 1192, 1193, 2268, 127202, 246, 1288, 1296, 2324, 1361, 3418, 48516]"
219,"[2359, 33166, 55820, 68157, 904, 908, 3039, 3160, 44195, 1204, 1230, 5500, 48516, 1500, 1617, 46723, 61323, 59387, 5152, 73344]"
220,"[6269, 4226, 156, 216, 2289, 281, 6440, 318, 4489, 33166, 6552, 4623, 2791, 4873, 4903, 2863, 3007, 7153, 1032, 3104]"
221,"[1, 3081, 2572, 527, 1042, 122904, 25, 1060, 1073, 47, 8784, 597, 7254, 5218, 92259, 73321, 111759, 89745, 72356, 1197]"
222,"[908, 4117, 2081, 2102, 80, 2131, 2203, 2303, 2351, 322, 4424, 364, 428, 515, 2573, 596, 635, 759, 2820, 2874]"
223,"[1542, 778, 1569, 296, 47, 457, 605, 766, 628, 100, 1409, 647, 1552, 785, 18, 150, 1047, 25, 1049, 804]"
224,"[1041, 529, 535, 538, 41, 585, 1097, 593, 86, 111, 633, 147, 1199, 178, 745, 766, 279, 280, 318, 1357]"
225,"[527, 292, 50, 318, 594, 39, 480, 587, 266, 596, 348, 608, 236, 377, 34, 296, 586, 539, 592, 10]"
226,"[260, 6156, 2959, 2706, 70286, 4886, 4772, 1704, 1196, 102445, 3246, 2739, 4019, 31420, 1221, 3275, 80463, 60756, 2804, 1653]"
227,"[33794, 524, 32, 50, 1089, 2701, 153, 3256, 185, 1213, 58559, 1221, 3793, 6874, 750, 1801, 7438, 2329, 79132, 3361]"
228,"[3081, 152077, 551, 1090, 64614, 1136, 4226, 48774, 648, 48780, 1704, 1234, 1240, 127202, 5349, 48394, 48516, 106920, 109487, 59315]"
229,"[527, 3089, 24, 50, 589, 2132, 111, 1136, 1148, 4238, 1183, 1198, 1206, 1213, 1217, 1219, 1247, 1254, 4361, 1299]"
230,"[81932, 21, 29, 47, 2138, 6242, 4349, 43267, 86377, 364, 2467, 457, 4616, 72226, 4720, 2712, 74458, 741, 745, 2810]"
231,"[913, 3089, 24, 79132, 1084, 3006, 58559, 1089, 5060, 73, 1997, 1230, 2019, 5995, 3435, 1267, 1219, 858, 260, 1213]"
232,"[5293, 2068, 2081, 39, 4148, 2132, 116, 4211, 2186, 4239, 4263, 4306, 4308, 2269, 2272, 4326, 247, 6419, 2331, 2351]"
233,"[296, 1357, 76, 85, 728, 1393, 52, 41, 376, 62, 640, 260, 14, 785, 832, 724, 104, 628, 25, 5]"
234,"[51255, 2115, 2193, 1175, 31410, 1221, 112852, 2791, 1258, 3868, 3869, 7502, 2413, 370, 108932, 924, 2478, 3033, 2011, 2792]"
235,"[2804, 111, 223, 2297, 2329, 2359, 556, 2712, 4890, 2997, 3156, 1210, 3386, 1517, 3967, 3980, 1947, 260, 1196, 858]"
236,"[5114, 1238, 25850, 14, 2068, 230, 2300, 2351, 308, 2359, 501, 2599, 8955, 6918, 4967, 907, 916, 969, 973, 3060]"
237,"[1036, 54286, 1046, 3633, 50, 2117, 2692, 2194, 1201, 1203, 58559, 1221, 1240, 6874, 79132, 2360, 1354, 5995, 4993, 2947]"
238,"[152081, 1569, 2617, 68157, 3578, 597, 30812, 2144, 48780, 71838, 2724, 1215, 58559, 1732, 1221, 25801, 724, 88810, 8969, 56587]"
239,"[2804, 1732, 13, 32, 2090, 2096, 2097, 50, 2118, 2125, 30812, 4226, 150, 176, 177, 188, 2248, 2263, 222, 230]"
240,"[2137, 2138, 6242, 49272, 2194, 237, 2297, 4349, 6440, 4448, 2467, 6708, 628, 741, 4848, 2810, 6979, 2918, 2924, 898]"
241,"[16, 553, 47, 111, 230, 260, 306, 308, 608, 21, 161, 6, 110, 25, 32, 648, 515, 11, 582, 97]"
242,"[39, 2099, 2102, 2111, 6299, 2238, 4306, 4308, 1264, 4326, 2288, 2318, 6419, 307, 4406, 306, 314, 367, 39292, 2467]"
243,"[34338, 80463, 44633, 73344, 1221, 1244, 48385, 3424, 2918, 4979, 3481, 2502, 76251, 1136, 4011, 318, 1089, 58559, 48516, 1200]"
244,"[54286, 2115, 2193, 44191, 1197, 1200, 1220, 112852, 2791, 2792, 5903, 3868, 3869, 5445, 2413, 4973, 370, 108932, 2478, 4022]"
245,"[216, 318, 59784, 4489, 4623, 555, 60069, 2863, 1032, 1060, 1276, 68954, 3552, 5669, 1197, 1240, 5989, 223, 1242, 1288]"
246,"[509, 292, 293, 318, 457, 50, 527, 337, 110, 593, 364, 1, 266, 11, 596, 474, 236, 508, 377, 454]"
247,"[1259, 2144, 176, 177, 188, 2301, 262, 318, 2460, 422, 8636, 497, 531, 541, 628, 4734, 662, 2804, 6942, 33660]"
248,"[2064, 53, 194, 2268, 224, 232, 2289, 2302, 266, 268, 299, 337, 431, 482, 497, 515, 555, 632, 678, 850]"
249,"[1029, 162, 318, 594, 596, 237, 349, 34, 364, 356, 457, 296, 110, 2, 1028, 527, 661, 32, 440, 312]"
250,"[116797, 36931, 69757, 73881, 71838, 4299, 8529, 59784, 6776, 33493, 741, 62374, 1080, 27724, 3156, 1136, 1197, 1200, 1203, 1210]"
251,"[3114, 54286, 1136, 648, 78499, 60069, 3793, 2268, 2804, 2302, 99114, 138036, 76093, 109374, 318, 81229, 96610, 1393, 103810, 76251]"
252,"[1, 1542, 778, 1183, 801, 1569, 848, 86, 605, 608, 1513, 1393, 6, 141, 3, 107, 783, 1552, 1429, 663]"
253,"[1032, 1060, 555, 47, 50, 595, 104, 1148, 4226, 216, 2291, 2804, 1784, 3861, 2863, 4489, 3552, 5952, 4306, 527]"
254,"[318, 1035, 16, 1041, 529, 553, 633, 1148, 661, 223, 766, 1357, 858, 347, 474, 247, 527, 17, 595, 97]"
255,"[908, 17, 30749, 41, 50, 30810, 30812, 101, 2248, 223, 4326, 260, 2333, 2359, 337, 8530, 2396, 8665, 474, 39414]"
256,"[110, 1357, 728, 1393, 653, 785, 150, 282, 161, 318, 454, 208, 593, 849, 86, 104, 105, 380, 17, 32]"
257,"[2076, 92259, 1200, 1204, 3788, 65261, 89864, 293, 318, 86882, 50068, 923, 924, 56782, 7153, 5952, 1036, 106782, 5618, 527]"
258,"[4993, 2959, 527, 24, 79132, 671, 1573, 296, 1193, 47, 1201, 50, 1210, 58559, 3006, 1089, 1219, 2628, 1997, 4306]"
259,"[2434, 2433, 903, 910, 2959, 915, 2718, 928, 1704, 3114, 1584, 3125, 1721, 5952, 1625, 1517, 1784, 2762, 272, 2706]"
260,"[32, 1580, 47, 2118, 1097, 1611, 588, 595, 1199, 1719, 1259, 253, 1287, 2826, 5903, 2344, 296, 4973, 2926, 910]"
261,"[2571, 293, 5418, 1198, 1265, 457, 47, 8961, 8665, 593, 553, 2, 261, 151, 153, 25, 161, 204, 337, 208]"
262,"[3160, 106100, 2692, 1673, 97938, 1784, 2318, 112421, 109374, 1884, 46976, 56715, 106920, 4011, 2997, 4027, 3020, 6, 6669, 27664]"
263,"[110, 458, 594, 491, 32, 34, 165, 39, 1073, 457, 595, 348, 608, 225, 367, 527, 592, 300, 454, 588]"
264,"[2571, 1042, 3114, 1580, 588, 595, 3156, 2671, 3185, 1148, 1682, 2724, 1193, 2762, 720, 261, 318, 5952, 356, 1907]"
265,"[923, 1304, 1, 16, 2068, 2076, 2102, 2160, 2186, 2245, 2272, 247, 2302, 2331, 2351, 306, 308, 2361, 322, 377]"
266,"[594, 337, 590, 648, 266, 17, 32, 596, 348, 608, 224, 355, 508, 509, 47, 589, 253, 110, 21, 410]"
267,"[2692, 91529, 1673, 48780, 1172, 1046, 32, 1961, 109487, 2360, 73, 1354, 858, 608, 5995, 2542, 58559, 79132, 1203, 1201]"
268,"[2078, 6350, 2288, 6405, 2359, 4467, 2501, 474, 497, 6743, 2692, 2716, 2728, 2788, 2804, 8970, 2872, 902, 7090, 3000]"
269,"[260, 2699, 7438, 17, 1172, 2329, 28, 1704, 4011, 1196, 47, 318, 1213, 1089, 838, 6874, 1387, 1393, 7153, 1407]"
270,"[5121, 2076, 34338, 2596, 108583, 1080, 141886, 3147, 44633, 2657, 79469, 111, 3202, 64660, 2716, 5291, 134853, 1222, 99030, 1244]"
271,"[1580, 2115, 2193, 1193, 1210, 1214, 112852, 2791, 3868, 3869, 2413, 370, 108932, 2478, 3033, 2011, 1527, 527, 6377, 44555]"
272,"[8874, 122882, 122904, 2596, 3114, 6711, 2657, 1639, 3176, 1193, 8368, 1214, 1221, 1259, 4846, 2797, 4878, 4886, 99114, 318]"
273,"[4226, 152077, 5152, 88129, 1090, 2115, 64614, 48774, 3753, 89774, 1234, 51935, 127202, 102125, 48394, 7502, 119141, 71535, 48516, 118696]"
274,"[1046, 535, 32, 2692, 1673, 70286, 194, 71899, 1258, 2360, 1354, 3949, 1961, 2542, 5618, 47, 27186, 6773, 48783, 55442]"
275,"[122882, 108583, 2115, 150, 260, 296, 119141, 86504, 33493, 741, 924, 5152, 1080, 148626, 142488, 1196, 1203, 1213, 1221, 7502]"
276,"[2959, 913, 150, 1304, 266, 551, 1357, 593, 728, 608, 318, 454, 260, 349, 253, 25, 2976, 1953, 293, 3752]"
277,"[527, 1198, 1228, 1259, 1262, 48394, 4979, 2997, 1584, 3633, 50, 2117, 92259, 2194, 1203, 74458, 5903, 293, 5445, 5995]"
278,"[2573, 1580, 1077, 1103, 2131, 2132, 1148, 6273, 4226, 3739, 1196, 6650, 1204, 1212, 1225, 1230, 1250, 1270, 25850, 2820]"
279,"[509, 293, 173, 318, 356, 1, 153, 596, 474, 377, 161, 208, 587, 344, 32, 288, 364, 485, 370, 315]"
280,"[1580, 720, 1, 1036, 21, 1566, 34, 36, 1573, 1584, 587, 588, 594, 595, 116, 631, 141, 661, 1188, 1704]"
281,"[1036, 3633, 1077, 1089, 2117, 1103, 2194, 1201, 58559, 1252, 265, 79132, 2947, 913, 924, 1954, 969, 5952, 50, 25]"
282,"[6, 2115, 8368, 2324, 2501, 741, 8947, 8958, 7090, 33794, 27882, 1276, 1527, 5679, 34405, 32587, 50, 4027, 1957, 1101]"
283,"[29, 41, 58, 2138, 30810, 6242, 101, 49272, 2194, 171, 4304, 2291, 246, 4349, 2333, 2336, 300, 334, 2395, 348]"
284,"[661, 26, 1183, 1059, 1061, 58, 839, 1367, 613, 112, 631, 1073, 733, 608, 785, 6, 260, 609, 708, 135]"
285,"[2078, 34, 2087, 2091, 2096, 62, 2114, 2144, 112, 2289, 318, 6539, 2463, 2501, 474, 616, 2716, 2788, 2877, 903]"
286,"[1265, 671, 36, 1196, 1580, 1464, 1223, 720, 1617, 736, 1641, 745, 260, 1210, 122886, 7153, 589, 527, 648, 780]"
287,"[122904, 2078, 88125, 92259, 4226, 8371, 6350, 2288, 6405, 296, 8533, 96610, 4467, 6539, 466, 31193, 76251, 497, 55820, 527]"
288,"[587, 1029, 9, 11, 17, 23, 540, 548, 45, 596, 193, 719, 207, 762, 786, 318, 370, 378, 445, 494]"
289,"[527, 1566, 1573, 1584, 1590, 588, 594, 595, 95, 608, 27773, 48774, 1704, 1196, 1721, 7361, 720, 745, 1282, 800]"
290,"[2571, 527, 32, 116797, 594, 1625, 92259, 71838, 1721, 32029, 318, 357, 5989, 37733, 84392, 117176, 55765, 480, 90600, 356]"
291,"[2918, 1028, 543, 1580, 1089, 590, 608, 3176, 111, 4226, 1185, 1213, 1221, 1252, 2278, 750, 1777, 1267, 1299, 2352]"
292,"[2137, 30812, 223, 237, 262, 4448, 531, 551, 2707, 33660, 4993, 2968, 920, 3081, 5152, 1136, 38038, 58559, 1259, 1266]"
293,"[2571, 29, 50, 595, 2657, 1136, 1148, 4734, 2692, 2700, 1193, 1198, 50872, 2253, 1278, 76093, 5444, 858, 3448, 1411]"
294,"[13, 2097, 2118, 2121, 2248, 6350, 2263, 222, 230, 2288, 2297, 6405, 2310, 273, 296, 4467, 2432, 2529, 531, 2581]"
295,"[2804, 88125, 318, 2501, 31193, 55820, 82459, 594, 741, 905, 919, 923, 7090, 953, 5152, 1203, 58559, 1230, 27882, 1288]"
296,"[1573, 47, 73290, 6863, 231, 90866, 296, 76093, 68954, 40414, 68073, 7153, 5, 116797, 149606, 8368, 1203, 50872, 1722, 3791]"
297,"[44555, 1089, 1136, 37733, 4979, 27523, 1, 6, 4641, 34338, 80463, 44633, 73344, 1673, 33493, 48385, 3424, 7153, 1210, 1196]"
298,"[27156, 92210, 116797, 589, 57504, 1200, 1210, 1222, 112852, 750, 89864, 110873, 106782, 293, 86882, 50068, 108979, 81845, 112556, 122892]"
299,"[2303, 903, 926, 2973, 3168, 27773, 1204, 8197, 1223, 2066, 2068, 8228, 47152, 8239, 6214, 71755, 2130, 2132, 2137, 26729]"
300,"[1537, 527, 543, 3633, 50, 2117, 4226, 2194, 1203, 1240, 6874, 1777, 1293, 2329, 292, 3386, 318, 858, 2918, 2947]"
301,"[2571, 527, 34321, 18, 534, 1059, 36, 1084, 8254, 1103, 608, 7265, 78499, 8873, 1193, 8368, 1206, 81591, 5816, 8376]"
302,"[527, 161, 300, 50, 318, 319, 111, 246, 457, 356, 292, 32, 62, 110, 150, 454, 349, 47, 208, 380]"
303,"[6, 111, 4489, 55820, 4623, 4641, 2863, 4993, 1032, 1060, 1084, 27773, 1276, 1281, 3686, 1673, 6016, 7153, 235, 2918]"
304,"[5121, 141886, 79469, 110, 3202, 64660, 5291, 1208, 99030, 94466, 2318, 1298, 129313, 53550, 3910, 80717, 4963, 4973, 2970, 4011]"
305,"[1, 21, 30, 47, 673, 194, 213, 264, 265, 280, 309, 319, 2562, 2116, 2692, 170, 1196, 1199, 2762, 1255]"
306,"[4306, 4995, 3114, 1333, 1960, 5293, 13, 2064, 2069, 21, 2090, 2097, 58, 2118, 2121, 35836, 2130, 30812, 4211, 116]"
307,"[1175, 50872, 1258, 1259, 1276, 60684, 40819, 65514, 2542, 608, 2692, 7502, 7323, 44555, 541, 3114, 1590, 69, 92259, 44199]"
308,"[9, 16, 23, 548, 551, 589, 95, 611, 662, 162, 198, 719, 733, 222, 762, 261, 786, 277, 318, 434]"
309,"[2291, 2329, 2501, 76251, 80463, 4878, 924, 7090, 953, 1224, 1244, 48385, 3424, 5618, 34338, 44633, 34405, 6874, 2571, 2918]"
310,"[2454, 7064, 3101, 2078, 1204, 2106, 575, 5952, 1222, 4299, 2542, 1270, 913, 8874, 31658, 5299, 3264, 2761, 2918, 1276]"
311,"[3071, 1090, 1206, 1221, 1953, 2023, 2069, 2070, 36, 111, 2268, 2272, 6377, 260, 2331, 2355, 348, 352, 2467, 2474]"
312,"[923, 1225, 13, 2102, 58, 2137, 2138, 2141, 123, 2284, 2288, 262, 281, 2352, 2355, 2406, 2467, 2488, 2490, 2501]"
313,"[88125, 318, 2501, 31193, 55820, 82459, 594, 741, 905, 919, 923, 953, 1203, 58559, 1230, 52435, 27882, 1304, 1307, 48516]"
314,"[152077, 1036, 541, 26662, 5690, 589, 64614, 1136, 48774, 48780, 57504, 1704, 1197, 1200, 2762, 1234, 127202, 65261, 79091, 1274]"
315,"[2, 534, 1073, 2692, 1198, 1210, 1220, 1732, 1228, 1262, 48394, 4979, 4027, 7153, 2997, 7361, 111, 920, 112552, 33794]"
316,"[122882, 1527, 122904, 5152, 2596, 1580, 88129, 2115, 2657, 110, 2193, 3753, 89774, 1220, 51935, 2791, 2792, 3868, 3869, 318]"
317,"[527, 21, 161, 435, 587, 593, 357, 150, 474, 457, 32, 590, 10, 364, 253, 300, 588, 47, 442, 62]"
318,"[805, 1584, 1590, 1500, 100, 1393, 628, 800, 640, 260, 135, 647, 1422, 1554, 1049, 1183, 32, 1569, 1580, 58]"
319,"[161, 162, 50, 318, 527, 596, 236, 508, 364, 457, 509, 588, 349, 150, 292, 590, 595, 208, 589, 329]"
320,"[59315, 76251, 50, 1090, 2712, 1196, 1252, 111, 1208, 1234, 260, 47, 1221, 858, 4973, 1721, 2067, 74789, 1095, 595]"
321,"[515, 3083, 2571, 535, 2585, 549, 2599, 3265, 2757, 1079, 3129, 599, 1635, 2673, 1136, 123, 2692, 1674, 2704, 3218]"
322,"[1, 1035, 2064, 3095, 3101, 34, 1580, 1077, 1594, 2108, 2116, 3654, 3147, 588, 2150, 111, 1136, 1649, 1148, 3196]"
323,"[2706, 24, 4772, 1704, 1193, 3006, 1219, 1997, 1653, 1221, 48516, 50, 5309, 8783, 4718, 4975, 4226, 63113, 8972, 4246]"
324,"[33794, 69122, 5, 3114, 555, 50, 88125, 1617, 63082, 1136, 69757, 648, 1196, 1198, 54503, 1270, 89864, 1291, 357, 49530]"
325,"[2724, 2671, 16, 21, 280, 36, 296, 300, 36527, 58, 318, 2890, 608, 100, 3181, 111, 246, 260, 122886, 527]"
326,"[589, 1223, 720, 260, 2, 2571, 1073, 50, 1085, 1611, 2734, 1204, 1719, 2794, 2795, 2287, 1262, 1272, 2826, 2344]"
327,"[2, 524, 1073, 3633, 2117, 3147, 1203, 7361, 1228, 3793, 6377, 1262, 2302, 48394, 3861, 318, 5952, 3916, 5989, 1393]"
328,"[47, 7153, 5, 1057, 2626, 587, 593, 2140, 69757, 2692, 1193, 2746, 1732, 1221, 2791, 2289, 260, 4886, 5952, 858]"
329,"[296, 41, 1356, 85, 1183, 62, 805, 832, 1409, 135, 785, 800, 1357, 849, 86, 608, 100, 104, 376, 852]"
330,"[21, 553, 555, 47, 50, 608, 648, 161, 163, 223, 247, 778, 1, 5791, 6385, 1295, 306, 307, 1959, 81845]"
331,"[4995, 54286, 2968, 5952, 1221, 2762, 6874, 858, 480, 1265, 57353, 2571, 150, 106782, 64034, 6565, 2858, 1704, 3006, 1735]"
332,"[3081, 27664, 72226, 551, 589, 30810, 608, 101, 648, 2186, 44191, 1198, 1200, 1203, 1206, 1210, 1213, 1219, 1221, 5349]"
333,"[68954, 17, 41, 30812, 92259, 110, 71838, 2248, 223, 337, 8530, 2396, 84392, 55765, 90600, 524, 152081, 68157, 628, 2683]"
334,"[1089, 4226, 89759, 1732, 2268, 1265, 3949, 4011, 48780, 109487, 48516, 924, 68157, 34435, 48783, 145, 1203, 1721, 1258, 4995]"
335,"[1537, 2858, 1197, 3386, 314, 3916, 74458, 919, 1, 1028, 1797, 1289, 2571, 1931, 1291, 924, 3996, 541, 1693, 2336]"
336,"[1035, 1077, 1103, 2132, 4238, 1177, 2819, 265, 1299, 86882, 913, 7087, 969, 2019, 1219, 1193, 30812, 63082, 55451, 4297]"
337,"[1537, 5378, 6539, 1293, 2959, 44191, 1954, 1704, 2858, 1197, 1198, 50, 3386, 318, 58559, 1221, 1223, 720, 33493, 1265]"
338,"[838, 357, 368, 587, 318, 300, 150, 266, 11, 163, 553, 172, 474, 95, 252, 253, 39, 50, 329, 344]"
339,"[1214, 122890, 104, 44191, 1221, 5903, 3897, 4973, 106471, 5618, 134130, 48516, 1954, 1036, 7153, 1590, 6711, 1090, 107081, 1610]"
340,"[8961, 1, 260, 2329, 39, 1198, 50, 595, 253, 7153, 648, 4878, 1042, 1321, 1721, 58559, 88125, 4310, 64614, 745]"
341,"[265, 1035, 1428, 293, 1575, 41, 296, 301, 1094, 80, 27478, 246, 527, 1295, 306, 307, 81845, 8656, 5791, 27611]"
342,"[1, 2762, 2797, 908, 1210, 16, 17, 2064, 2069, 21, 29, 2081, 39, 41, 111, 116, 2193, 205, 223, 2272]"
343,"[1542, 671, 800, 1584, 1590, 1500, 608, 1569, 1210, 6, 647, 18, 1554, 1047, 804, 805, 1183, 40, 1580, 1597]"
344,"[16, 25, 111, 176, 2268, 223, 247, 2355, 318, 319, 471, 2571, 562, 720, 766, 2858, 903, 908, 909, 2959]"
345,"[88125, 364, 31193, 55820, 82459, 80463, 905, 3039, 1127, 27773, 1221, 1230, 1234, 52435, 1244, 48385, 1307, 5500, 85414, 34338]"
346,"[235, 1084, 2078, 2288, 6405, 4443, 2501, 474, 497, 6743, 2728, 8949, 8970, 2872, 902, 953, 3034, 3062, 5152, 3108]"
347,"[1580, 50, 58559, 1221, 1223, 720, 54001, 1270, 8961, 68358, 2329, 7502, 59315, 2502, 2011, 480, 134130, 1196, 2028, 1042]"
348,"[1961, 16, 529, 1046, 25, 2087, 58, 1084, 1610, 589, 594, 2132, 608, 2670, 2692, 4238, 150, 2716, 1694, 1183]"
349,"[115210, 162, 112556, 1196, 109487, 58559, 92259, 1291, 1198, 1676, 79132, 32, 3753, 112552, 5445, 3147, 112852, 150, 593, 256]"
350,"[216, 2291, 2329, 333, 76251, 4623, 543, 80463, 6874, 4878, 2863, 1032, 1060, 1136, 1148, 1222, 1242, 1244, 48385, 1288]"
351,"[926, 898, 1284, 260, 902, 899, 904, 1939, 919, 2712, 2324, 2583, 1945, 1059, 2858, 1203, 4406, 1079, 2109, 1219]"
352,"[127052, 588, 27728, 26776, 62115, 2232, 98491, 7361, 118468, 1228, 32460, 74458, 1259, 65261, 66297, 48394, 102666, 778, 121126, 32554]"
353,"[54286, 318, 122882, 44555, 6156, 70286, 89759, 102445, 3246, 2739, 441, 1732, 1221, 80463, 60756, 2804, 8827, 2329, 2959, 33794]"
354,"[720, 223, 318, 47, 1, 293, 593, 474, 349, 150, 780, 529, 405, 280, 555, 175, 431, 58, 337, 208]"
355,"[16, 29, 111, 4235, 156, 194, 4349, 6440, 318, 33166, 4616, 6807, 741, 745, 2804, 2810, 2924, 1035, 1197, 1209]"
356,"[2944, 2315, 524, 527, 2328, 2335, 32, 3361, 2338, 1193, 2353, 59315, 3006, 58559, 1219, 73, 1997, 589, 2386, 2387]"
357,"[17, 40, 50, 608, 163, 261, 780, 281, 288, 303, 315, 345, 474, 477, 593, 589, 225, 367, 377, 509]"
358,"[2932, 3134, 1178, 1217, 1252, 2068, 2076, 2160, 2186, 162, 164, 2272, 2312, 2331, 2351, 2359, 2361, 322, 2459, 2474]"
359,"[1035, 24, 1575, 41, 1094, 80, 1653, 2706, 1172, 4772, 1219, 1228, 246, 260, 265, 293, 301, 308, 1428, 3006]"
360,"[608, 1028, 527, 2064, 58, 1090, 3148, 2692, 2186, 3730, 3742, 1193, 3755, 1197, 1201, 1213, 58559, 2243, 1221, 1233]"
361,"[1542, 527, 16, 26, 1566, 1061, 1573, 1584, 58, 588, 594, 595, 92, 605, 613, 116, 628, 156, 1704, 1196]"
