userId,imdbIds
163,"[34583, 47396, 86879, 81398, 87843, 71315, 105695, 56218, 87553, 119008, 53125, 120601, 73486, 3845232, 1568334, 119978, 1111833, 40416, 462570, 126886]"
164,"[68334, 45793, 92699, 56923, 73802, 77405, 53604, 49261, 26029, 51459, 48545, 89881, 40897, 61735, 469494, 47296, 61811, 36613, 52618, 32904]"
165,"[163988, 795368, 1375666, 964517, 108260, 116365, 52126, 90655, 103919, 19729, 29146, 87050, 51207, 91129, 130121, 72742, 29606, 104684, 96054, 113133]"
166,"[112722, 302886, 114814, 286499, 309698, 114887, 110099, 110527, 85244, 107207, 133152, 372588, 56197, 87781, 104036, 97937, 80455, 97499, 77416, 443453]"
167,"[97351, 92965, 48280, 46183, 55254, 80801, 75314, 123755, 114888, 83944, 87538, 120907, 32910, 100405, 45920, 116654, 47396, 144640, 57546, 33563]"
168,"[33467, 316654, 372183, 47396, 53604, 53291, 34583, 63819, 76538, 61418, 50083, 81398, 75686, 82096, 79522, 50212, 71315, 32553, 103776, 119282]"
169,"[120667, 448134, 1245104, 1190080, 1661199, 113749, 376541, 1853728, 470752, 408306, 947810, 1392170, 1229238, 58578, 120669, 97814, 443706, 1189340, 960144, 370032]"
170,"[96734, 318997, 120082, 120765, 109303, 107969, 95382, 87800, 99423, 79945, 31381, 56172, 66026, 115678, 65724, 85859, 56218, 57163, 70666, 94625]"
171,"[116629, 120188, 73486, 118798, 181865, 90756, 209144, 76759, 109444, 110950, 106677, 316654, 107614, 133093, 108065, 162346, 432283, 167404, 57012, 317705]"
172,"[133093, 71853, 120815, 77504, 209144, 130445, 83658, 70506, 115509, 117705, 116322, 167404, 57012, 117331, 117765, 252503, 169547, 116756, 117718, 120737]"
173,"[81505, 112641, 53285, 251031, 120631, 88128, 120586, 111161, 111149, 110478, 160862, 96926, 107362, 120735, 97889, 108122, 98051, 111488, 80489, 163187]"
174,"[32455, 113497, 114885, 61852, 48280, 97757, 112697, 113862, 88128, 94226, 110527, 138097, 89370, 110950, 103639, 78346, 29583, 101414, 32910, 73629]"
175,"[119167, 980970, 397101, 371746, 185125, 248845, 440963, 1375666, 335266, 301357, 407887, 405325, 388795, 468569, 424774, 120601, 365748, 246578, 338013, 117951]"
176,"[482546, 35979, 51773, 380275, 27630, 28333, 193253, 851578, 365737, 2013293, 876563, 373074, 275277, 457939, 70959, 1951166, 347246, 416449, 279077, 93870]"
177,"[33467, 117802, 81375, 86879, 72431, 119137, 138704, 88161, 160862, 126886, 97428, 58150, 100157, 71230, 198781, 103994, 110428, 110950, 316654, 111732]"
178,"[97123, 109508, 89881, 120255, 118798, 94947, 88128, 57076, 48380, 56197, 54997, 65938, 46359, 109445, 89218, 1392190, 2042568, 106519, 2713180, 108122]"
179,"[113497, 1675434, 834001, 112384, 104652, 1104123, 993846, 382625, 416496, 107614, 266915, 51773, 380275, 117500, 117998, 970179, 2278388, 1298650, 121164, 27630]"
180,"[133093, 87332, 94737, 94721, 78346, 198781, 240772, 120737, 58150, 83866, 104694, 93058, 172495, 99810, 120888, 167260, 120363, 88763, 95953, 96874]"
181,"[112431, 112740, 103064, 68646, 211915, 319061, 73486, 66921, 78788, 338013, 93058, 81505, 332452, 113189, 112346, 98213, 113161, 114814, 425112, 112573]"
182,"[118972, 120632, 119313, 112641, 114660, 116095, 116168, 117104, 115857, 42332, 63819, 102798, 33563, 82406, 99371, 107048, 88258, 117057, 103776, 77631]"
183,"[468569, 102015, 114808, 113464, 780536, 106519, 106697, 108160, 114671, 139654, 109381, 375063, 108227, 117589, 87781, 104348, 110521, 258000, 375912, 95250]"
184,"[71853, 374900, 266543, 111112, 128445, 372183, 120735, 139134, 158983, 266697, 317705, 198781, 117333, 265666, 93870, 106856, 167260, 95631, 105236, 108598]"
185,"[29947, 120797, 1375666, 114272, 112744, 114478, 109579, 110428, 108149, 327597, 365748, 115678, 116913, 87884, 101540, 382932, 40416, 64665, 87995, 371746]"
186,"[73440, 63462, 102926, 945513, 89853, 90756, 112682, 114746, 46183, 2084970, 87469, 458339, 83791, 178868, 286716, 75314, 63522, 88323, 243155, 396592]"
187,"[113114, 115738, 384369, 110353, 97530, 93744, 56923, 452598, 104036, 1515091, 119527, 418773, 97239, 98213, 90756, 106950, 123209, 118892, 195945, 369702]"
188,"[167260, 84827, 126029, 141098, 82348, 240772, 120737, 45152, 268978, 38650, 101889, 66921, 81505, 378194, 258463, 84726, 106387, 172495, 93409, 119217]"
189,"[113161, 256408, 275309, 113540, 109831, 107756, 107779, 107225, 82206, 111613, 114103, 57012, 106810, 49521, 51980, 53604, 43014, 33467, 32976, 29843]"
190,"[114709, 110357, 113862, 115697, 109045, 107290, 108071, 83658, 103639, 375063, 317705, 117718, 117918, 45152, 54698, 52357, 47396, 53291, 42332, 117887]"
191,"[167260, 120363, 81505, 167261, 68646, 73486, 99685, 71853, 169547, 119217, 75314, 120586, 137523, 82971, 112818, 116282, 105236, 167404, 110057, 258463]"
192,"[167260, 57546, 58331, 97757, 46183, 53285, 84827, 83791, 114496, 266543, 110737, 111112, 138097, 111256, 111732, 107501, 115956, 167404, 332379, 117918]"
193,"[221027, 146336, 114151, 109506, 120751, 110186, 109303, 804558, 109443, 111732, 107144, 107362, 107943, 108065, 97815, 108186, 111323, 108333, 81573, 117891]"
194,"[126029, 107048, 133093, 112722, 112679, 110367, 110167, 83658, 120915, 117913, 240772, 90605, 78748, 79945, 102975, 84726, 172495, 118880, 119174, 120647]"
195,"[110763, 36855, 31580, 88178, 38559, 77742, 204709, 120912, 242653, 48424, 23027, 378194, 332452, 401792, 38109, 63522, 166924, 186566, 243133, 114906]"
196,"[110912, 120338, 119822, 79367, 55928, 70328, 228750, 114814, 298148, 111001, 43278, 54698, 32138, 51459, 59742, 95159, 79470, 105236, 82846, 73486]"
197,"[115571, 198781, 97351, 62512, 118880, 120903, 120783, 83907, 120768, 48280, 97757, 70016, 78480, 84649, 90633, 120611, 209144, 114558, 98258, 114666]"
198,"[31381, 50976, 58576, 112697, 113862, 115639, 115759, 107818, 116683, 118114, 45152, 53604, 33870, 46250, 32138, 101700, 105488, 89881, 36613, 94625]"
199,"[106677, 45152, 46912, 101700, 90329, 118798, 120324, 71230, 88258, 66765, 315733, 79588, 32455, 95159, 98213, 104036, 79367, 62622, 94721, 1045772]"
200,"[91605, 172156, 47396, 95159, 88258, 118929, 177789, 92007, 80339, 116367, 2388725, 2042568, 92571, 2140373, 54453, 2872718, 99371, 91455, 1194173, 2277860]"
201,"[94625, 119164, 89017, 118114, 57012, 1568921, 104361, 86197, 56218, 407304, 87553, 97351, 75005, 98382, 58578, 120885, 67116, 95953, 97239, 371746]"
202,"[98627, 56197, 87265, 100133, 45152, 31381, 39420, 27125, 52027, 44706, 100994, 93822, 118607, 89755, 86423, 90756, 88161, 102250, 84787, 120484]"
203,"[112384, 110912, 116695, 114709, 112641, 113627, 90756, 114746, 112431, 89469, 112573, 94226, 113243, 109686, 109707, 892769, 120324, 138097, 109830, 110357]"
204,"[61177, 49406, 45555, 46911, 54389, 61184, 126886, 25316, 32976, 38787, 37008, 32599, 97240, 65724, 99703, 21749, 36775, 54997, 71360, 70666]"
205,"[453467, 359950, 324554, 2980516, 468492, 964539, 42876, 73631, 110759, 362478, 313443, 1438176, 449040, 2561572, 279077, 825236, 437447, 209463, 347048, 494222]"
206,"[81353, 102250, 99487, 89017, 162346, 86200, 105793, 191754, 79367, 265666, 109445, 190590, 212338, 88128, 119164, 67992, 93409, 101507, 126886, 97493]"
207,"[114709, 110148, 111503, 133093, 169547, 71853, 99685, 120815, 113277, 113189, 114746, 112431, 114369, 114814, 112573, 112384, 112462, 109686, 104952, 76759]"
208,"[1278469, 913445, 1613750, 1860355, 412637, 90756, 361668, 1570728, 995832, 114781, 105151, 1421373, 1190722, 109506, 2112999, 3397884, 1454468, 804558, 107144, 2713180]"
209,"[114388, 114746, 115683, 116367, 115644, 61184, 113972, 120768, 209144, 118055, 128442, 114887, 113552, 166396, 109484, 91605, 285823, 117608, 116095, 116322]"
210,"[48280, 304141, 317740, 364725, 181852, 325980, 375679, 343818, 372183, 363771, 383574, 121766, 266697, 242653, 268978, 265086, 325710, 372784, 440963, 259446]"
211,"[105151, 50083, 61512, 112637, 70016, 117110, 112585, 112461, 109093, 112864, 114478, 98258, 109579, 110365, 110428, 203119, 111495, 111507, 111454, 110771]"
212,"[31455, 390221, 46816, 334405, 350258, 903624, 96734, 198021, 189584, 80365, 1587310, 2884206, 1282140, 1240982, 960144, 1217209, 1659337, 342172, 1318514, 2245084]"
213,"[329101, 116905, 107692, 368909, 116095, 119086, 120524, 119707, 118607, 97647, 96320, 98206, 98621, 180748, 1190539, 1216496, 418455, 464196, 1536044, 1401143]"
214,"[108065, 211915, 405159, 319262, 105226, 107507, 25316, 53604, 43014, 29947, 46912, 99371, 91288, 32553, 81534, 94006, 119008, 118972, 58578, 119360]"
215,"[87265, 90756, 113464, 114478, 111797, 107207, 108122, 108149, 335266, 61578, 39420, 48380, 56197, 87231, 78718, 32599, 181875, 102138, 79522, 97499]"
216,"[113855, 109707, 110322, 390521, 106697, 414982, 139654, 266987, 315733, 121164, 379725, 497116, 245574, 427944, 373469, 87800, 449059, 310793, 420223, 86200]"
217,"[93886, 91790, 405159, 362227, 377752, 375679, 108333, 99685, 86879, 100519, 101921, 428803, 396269, 90329, 118715, 97239, 99700, 99674, 88128, 88933]"
218,"[61184, 243133, 65724, 97239, 166396, 48280, 183649, 309698, 317740, 375679, 316654, 162346, 325805, 335266, 368447, 230600, 1136608, 139654, 327056, 266697]"
219,"[120783, 257106, 162346, 115734, 111667, 82846, 97937, 93191, 81398, 100263, 71315, 407304, 44706, 38355, 78841, 91867, 120082, 94947, 98213, 96734]"
220,"[56923, 119336, 21884, 114117, 113464, 114478, 112679, 780536, 116313, 25164, 38109, 39420, 84707, 99703, 101640, 85809, 119448, 119506, 26752, 119248]"
221,"[266915, 142342, 117802, 105323, 119738, 118883, 119978, 58150, 120587, 88323, 139134, 117571, 290334, 86393, 181689, 104257, 81573, 116996, 160127, 207201]"
222,"[86837, 15648, 102059, 23563, 69280, 107756, 107808, 1278469, 116282, 106544, 36855, 338095, 50105, 29162, 49261, 27893, 115678, 50798, 418819, 106308]"
223,"[102926, 91042, 120737, 107048, 79945, 118655, 120768, 113161, 112722, 112431, 113972, 75314, 94721, 94226, 112462, 114887, 234215, 104257, 109445, 104952]"
224,"[71853, 99685, 71562, 144546, 120735, 48347, 116367, 110527, 110729, 105226, 32910, 68646, 115736, 34583, 95016, 104036, 103850, 105488, 73486, 80455]"
225,"[119217, 59742, 120363, 119174, 185937, 118715, 126029, 266697, 97576, 378194, 167261, 87800, 181689, 84726, 100802, 120737, 119116, 107048, 107688, 29583]"
226,"[114709, 2395427, 112431, 114369, 114814, 212985, 112573, 75314, 112384, 311289, 298148, 319262, 304141, 297284, 234215, 367882, 109686, 1706593, 1462758, 146316]"
227,"[112281, 76618, 112714, 79833, 84649, 218553, 112508, 133952, 114594, 90264, 91541, 87928, 93756, 95882, 89370, 89927, 129290, 98437, 109067, 91877]"
228,"[1136608, 103644, 96487, 92007, 413300, 94612, 120828, 78790, 97757, 88161, 102250, 79367, 116367, 89469, 183649, 109370, 114436, 110857, 105629, 104952]"
229,"[101414, 57546, 66817, 84865, 40897, 26752, 55614, 77631, 67992, 108598, 33563, 58385, 48380, 31679, 88258, 218839, 58331, 42332, 32138, 61852]"
230,"[90329, 118798, 97216, 354899, 1244668, 2488496, 1431045, 112697, 114681, 112461, 113690, 114478, 110005, 109836, 114924, 362227, 1600195, 106677, 825236, 108065]"
231,"[325980, 78346, 87469, 310281, 84805, 94737, 317705, 91042, 120737, 268978, 280707, 31679, 167260, 67992, 92099, 105793, 338013, 107048, 378194, 286106]"
232,"[112637, 119815, 114885, 114117, 114279, 114272, 115644, 118158, 115639, 113464, 109579, 111797, 110005, 110116, 114594, 86873, 106519, 111712, 107322, 107554]"
233,"[113161, 114117, 112431, 114369, 114814, 75314, 104257, 112679, 109707, 113097, 103994, 110912, 110932, 111161, 114924, 138097, 109831, 112966, 107616, 107822]"
234,"[78902, 62711, 53291, 43014, 38787, 35446, 45061, 81398, 86197, 79522, 40897, 36613, 101921, 106387, 47296, 48356, 61811, 64665, 86425, 48380]"
235,"[48028, 31679, 57546, 71315, 77280, 328538, 457939, 114436, 110167, 111256, 106519, 111001, 108101, 57012, 43278, 54698, 25316, 53604, 53291, 33870]"
236,"[33373, 57163, 46816, 113674, 48473, 33891, 68334, 102014, 100519, 30241, 76162, 1327628, 1336006, 120906, 20629, 59113, 49366, 310775, 34862, 185125]"
237,"[268978, 440963, 86879, 119229, 371746, 120601, 372784, 338013, 109348, 211915, 378194, 126886, 119488, 264464, 234215, 325980, 304141, 266543, 116209, 258463]"
238,"[234215, 1170358, 372183, 903624, 68519, 372784, 1840309, 107120, 1951265, 489049, 1456635, 120903, 1300854, 217869, 1535108, 1631867, 258000, 1174730, 415306, 290334]"
239,"[126029, 211915, 114194, 168122, 110123, 111323, 324127, 273689, 32904, 42192, 58578, 119081, 124819, 120586, 251447, 120657, 91799, 65088, 34862, 94027]"
240,"[46250, 171580, 312004, 106519, 118749, 40522, 114478, 114496, 112679, 113501, 110516, 107756, 112604, 113568, 111424, 32143, 48960, 63350, 117582, 84707]"
241,"[110365, 113987, 59113, 112541, 109508, 109579, 111797, 107566, 110684, 110769, 111454, 107554, 107943, 108071, 70707, 103850, 97937, 101640, 112461, 108149]"
242,"[47437, 37059, 29162, 31679, 33891, 64116, 43456, 23969, 118163, 118887, 60665, 53285, 83798, 63462, 73747, 39628, 91530, 63374, 56687, 63518]"
243,"[61735, 106226, 25164, 84865, 64116, 56801, 23969, 30993, 36868, 30341, 17925, 33045, 21749, 405094, 15864, 50986, 35446, 27125, 41959, 27977]"
244,"[2042568, 429493, 2361509, 277434, 117802, 2024544, 1951264, 477347, 250494, 1772341, 463854, 295178, 363771, 427944, 117218, 116483, 104257, 333766, 276751, 377092]"
245,"[110997, 115798, 117333, 96754, 78748, 119116, 93773, 113228, 113986, 111112, 111070, 114924, 109254, 106673, 116253, 112651, 115956, 116136, 117108, 117218]"
246,"[97757, 93779, 84726, 78748, 83658, 107048, 167261, 71853, 73195, 145487, 167260, 107688, 94721, 82971, 93773, 240772, 120382, 91203, 86190, 88247]"
247,"[120797, 45152, 34583, 33870, 46912, 84707, 87843, 86197, 71315, 64115, 118798, 98213, 90756, 92699, 120324, 144168, 96244, 68473, 108185, 61578]"
248,"[298148, 304141, 111161, 108160, 33891, 66808, 44081, 99703, 92005, 44706, 94947, 84783, 137523, 72890, 144084, 120903, 209144, 238112, 145487, 112346]"
249,"[91763, 145660, 86879, 104257, 107048, 56869, 118655, 110932, 110598, 112818, 113862, 112883, 103994, 110413, 77631, 112722, 83658, 114814, 112585, 90605]"
250,"[52357, 33467, 38650, 93822, 53291, 61418, 104036, 44081, 95765, 86879, 87843, 70735, 61722, 77416, 61512, 87553, 64115, 119008, 421073, 64665]"
251,"[462465, 327084, 2948356, 1568334, 103994, 297753, 110950, 2911666, 2713180, 1403865, 32910, 1278469, 1790885, 116683, 318627, 387564, 351283, 45152, 53291, 34583]"
252,"[109506, 113987, 112722, 113855, 114681, 112462, 112864, 114478, 110057, 103994, 110322, 114924, 109040, 109348, 89927, 110475, 110478, 106582, 107362, 108160]"
253,"[65088, 84370, 82846, 99703, 61811, 65988, 65724, 1375666, 58182, 45793, 468569, 758758, 106856, 48380, 44706, 365748, 46359, 91867, 104348, 64665]"
254,"[115012, 113464, 111579, 63819, 66817, 101700, 82010, 117666, 119229, 138704, 129387, 34492, 53285, 84649, 82348, 120601, 190590, 46183, 79470, 88846]"
255,"[79470, 104036, 94721, 83658, 107688, 116282, 360717, 72272, 49261, 117589, 71853, 15881, 99703, 80684, 78748, 93058, 88247, 91867, 87553, 119229]"
256,"[114478, 103994, 110057, 114681, 114814, 109348, 110932, 120768, 113161, 112431, 114369, 114148, 110877, 112579, 75314, 114702, 109445, 109579, 76759, 110527]"
257,"[91790, 101410, 37865, 23563, 107614, 45152, 46250, 97499, 41587, 120888, 42004, 63823, 106856, 196216, 43899, 23622, 249462, 181865, 240913, 13086]"
258,"[45061, 120797, 87921, 67328, 46303, 75314, 118540, 209144, 298148, 120776, 266543, 118799, 88011, 325980, 108515, 70510, 145660, 185937, 91554, 93818]"
259,"[109508, 335266, 375063, 246578, 105323, 101921, 268126, 110877, 144084, 265666, 180093, 310793, 268978, 190590, 104694, 119174, 120338, 175880, 181875, 146882]"
260,"[96446, 317740, 181852, 151804, 252866, 796366, 315733, 32138, 299977, 73486, 86879, 97441, 97351, 98635, 407887, 215129, 295297, 246460, 99685, 88170]"
261,"[112641, 311289, 209163, 123755, 371724, 108186, 285823, 360717, 142342, 113568, 104431, 312004, 363547, 56218, 102138, 275847, 117666, 118883, 119488, 424095]"
262,"[118798, 108185, 112651, 100332, 85244, 74860, 234853, 146309, 203119, 402022, 285742, 298845, 2582846, 110005, 384369, 119527, 222851, 82362, 304126, 93744]"
263,"[113819, 117631, 105435, 118111, 87995, 105151, 92086, 93818, 105265, 102250, 101393, 117666, 102138, 90756, 99674, 390521, 106379, 106965, 39420, 27125]"
264,"[114388, 100477, 80801, 75314, 88323, 105151, 106598, 117628, 75686, 119528, 120888, 55614, 34492, 113277, 120783, 113161, 61852, 55254, 84827, 57372]"
265,"[63518, 22111, 112541, 113097, 107653, 111094, 43274, 69198, 120399, 119250, 120609, 120780, 91877, 185937, 91554, 83967, 96244, 68699, 104389, 102138]"
266,"[113987, 88128, 112585, 266543, 138097, 126886, 112691, 34583, 116329, 116209, 117631, 120888, 88847, 110074, 56592, 117438, 116996, 116282, 83658, 113627]"
267,"[115734, 110005, 89155, 325980, 101507, 94012, 64116, 195685, 272338, 923752, 120630, 89218, 180093, 212338, 208092, 268978, 162222, 120735, 120382, 151804]"
268,"[56801, 33804, 452623, 114887, 1790885, 403508, 84370, 37059, 38787, 63819, 82406, 72081, 82010, 119345, 37884, 120694, 995832, 443706, 426578, 34862]"
269,"[120907, 10323, 98213, 112431, 114814, 63522, 123755, 104952, 111161, 120324, 138097, 109831, 91064, 73629, 112817, 166924, 116905, 80491, 47396, 45152]"
270,"[144117, 325805, 332452, 315733, 1542344, 151804, 163651, 120689, 258000, 110413, 82971, 81505, 111161, 120586, 162222, 93409, 834001, 1054487, 1649419, 1132620]"
271,"[181852, 440963, 230600, 910970, 371746, 375679, 383574, 405422, 242653, 379786, 62622, 317740, 319343, 266987, 434409, 268380, 1375666, 401792, 304141, 468569]"
272,"[2209764, 2779318, 319262, 367882, 120586, 343818, 1535108, 211915, 1232829, 1371111, 1790864, 1568338, 413267, 449088, 2310332, 2024469, 1731141, 1245492, 454876, 1981115]"
273,"[2948356, 48280, 84827, 102250, 80801, 47034, 91419, 106856, 3659388, 144117, 89791, 118798, 120669, 55614, 87995, 78788, 443453, 359950, 373074, 119164]"
274,"[52357, 34583, 67992, 86879, 140352, 113627, 105151, 97428, 280707, 104797, 77631, 120202, 107822, 116629, 112431, 108598, 112384, 93058, 118971, 47396]"
275,"[1321870, 118798, 332452, 319262, 113749, 110005, 1441326, 110737, 416320, 109067, 117247, 983193, 1588173, 376541, 116313, 2872718, 1706620, 64116, 100150, 118111]"
276,"[101272, 120832, 120660, 91326, 139239, 120855, 117500, 120681, 42332, 102798, 92890, 105112, 91203, 101540, 73195, 116996, 102057, 120053, 119094, 118571]"
277,"[299977, 112442, 126029, 289043, 316654, 80339, 169547, 62622, 73486, 119567, 119822, 95953, 208092, 66921, 114709, 113277, 367594, 75314, 88323, 94226]"
278,"[84827, 246765, 107322, 118826, 160338, 38109, 239234, 77631, 116790, 120255, 119396, 119815, 140688, 250081, 114129, 109454, 120613, 112362, 116384, 259446]"
279,"[209144, 78788, 57012, 56218, 138097, 129387, 34583, 97576, 83658, 119116, 88763, 119654, 86190, 120338, 71562, 73486, 95016, 97757, 120363, 120915]"
280,"[94721, 133093, 109593, 121766, 167260, 80455, 38355, 117631, 114709, 114319, 89853, 112818, 87469, 112365, 94226, 298148, 126029, 203009, 104257, 112679]"
281,"[21884, 59113, 96446, 243133, 46250, 101605, 42332, 177789, 89881, 50976, 22100, 32455, 97493, 71230, 26752, 180073, 93191, 53604, 54331, 84827]"
282,"[113198, 102014, 142342, 39698, 371746, 338751, 405159, 405422, 480249, 467406, 319343, 319061, 172493, 365748, 252866, 85959, 117802, 98627, 98213, 58461]"
283,"[100263, 118849, 102250, 89017, 132347, 1127715, 230591, 146309, 373175, 420223, 82340, 379593, 180073, 838221, 79588, 177789, 340377, 120917, 206634, 112585]"
284,"[114885, 112302, 87469, 94226, 104257, 104952, 108550, 138097, 109831, 120915, 125439, 145660, 163651, 94737, 169547, 68646, 91042, 95016, 92099, 73486]"
285,"[105226, 108122, 116209, 230600, 110428, 108260, 110588, 375679, 108071, 111488, 369339, 116594, 115632, 102370, 93191, 81398, 103130, 56218, 99334, 26138]"
286,"[83791, 96446, 298148, 126029, 203009, 120789, 133751, 268978, 63350, 97165, 286106, 119738, 99810, 264464, 84516, 240772, 87363, 120382, 167404, 119217]"
287,"[116477, 454776, 448134, 417741, 477348, 947798, 48801, 114168, 117002, 113117, 371724, 993846, 109439, 1972779, 448694, 1403865, 108358, 324554, 62711, 1588173]"
288,"[75314, 114296, 133093, 95159, 113228, 112585, 113749, 126029, 112571, 109445, 110005, 138097, 110997, 108122, 108186, 252866, 266697, 169547, 68646, 240772]"
289,"[215750, 333766, 266915, 245844, 277434, 172493, 120755, 241303, 113198, 417741, 251127, 100477, 1201607, 1091722, 304141, 84805, 1334512, 114151, 1374989, 1193138]"
290,"[364725, 113749, 114666, 1278469, 110395, 360717, 62711, 115571, 349903, 52357, 102798, 61418, 82340, 93191, 106308, 89881, 87843, 82096, 50976, 97441]"
291,"[365748, 70608, 374900, 297753, 110657, 333766, 363771, 369339, 23969, 118111, 138563, 76618, 84649, 63462, 100502, 405422, 86856, 334965, 364569, 71807]"
292,"[48140, 33870, 42192, 46912, 75686, 86197, 70735, 67185, 100436, 83987, 118556, 63385, 76618, 94027, 74958, 48545, 54997, 90329, 45152, 50083]"
293,"[90329, 120885, 121164, 88128, 112508, 106677, 106544, 32904, 54698, 56923, 31381, 117802, 95765, 99703, 56172, 45061, 38355, 94006, 64115, 118111]"
294,"[26029, 377092, 901476, 112365, 109370, 117628, 50825, 82263, 142201, 1049413, 228750, 1022603, 1142988, 238112, 103882, 307987, 319262, 337978, 765429, 2395427]"
295,"[356910, 103074, 371746, 499549, 125439, 375063, 910970, 1375666, 383574, 212338, 172495, 119116, 434409, 120915, 241527, 96928, 84726, 120201, 304141, 59742]"
296,"[112573, 111161, 1136608, 118114, 796366, 945513, 113497, 113189, 97757, 112431, 112697, 97814, 114369, 2084970, 381061, 112384, 112462, 113957, 110148, 114069]"
297,"[106226, 50783, 361668, 113987, 114681, 457939, 112585, 109579, 110367, 110428, 108260, 110950, 56732, 825236, 107554, 108065, 108071, 32910, 390384, 115678]"
298,"[113824, 1022603, 417741, 162346, 285823, 1425244, 413099, 1245104, 409459, 146882, 131409, 310793, 95327, 119488, 1010048, 936501, 83907, 478970, 5248968, 395169]"
299,"[91530, 379225, 1935179, 1019452, 116126, 1663202, 109906, 109219, 1800241, 381681, 1403865, 1790885, 368891, 47396, 37008, 46912, 105695, 99334, 96332, 116695]"
300,"[106582, 110632, 114924, 111257, 99785, 109831, 106697, 107818, 112864, 117500, 80684, 172495, 76759, 95016, 113627, 215750, 94226, 298148, 290334, 203009]"
301,"[36342, 37059, 89841, 61811, 242998, 120832, 80388, 40746, 1153040, 225071, 63462, 73440, 80678, 1054606, 2713180, 207275, 58175, 16938, 31762, 82979]"
302,"[133093, 104036, 112585, 109508, 110428, 109348, 106226, 108101, 116282, 169547, 68646, 137523, 105236, 71853, 97937, 99685, 107943, 103994, 114814, 114388]"
303,"[825236, 437447, 177858, 209463, 347048, 494222, 233841, 880502, 319769, 322420, 757361, 317842, 48641, 1244668, 1972779, 50105, 48028, 29947, 811138, 2262227]"
304,"[181627, 120689, 425210, 1060277, 1431045, 114478, 780536, 109348, 109506, 110950, 375679, 327597, 114906, 369339, 117979, 317705, 349903, 117918, 498380, 408306]"
305,"[90060, 86423, 75040, 92699, 89941, 73747, 91538, 53183, 88939, 113362, 82979, 166896, 97123, 29162, 27893, 67328, 106455, 91288, 69704, 43379]"
306,"[365748, 15864, 66832, 92965, 379725, 375063, 317248, 268380, 56172, 25878, 358273, 84805, 185014, 280707, 167260, 34583, 126029, 325980, 162346, 180093]"
307,"[114709, 162222, 126029, 1010048, 362227, 109444, 107614, 108122, 327597, 117500, 95016, 83866, 80684, 126886, 120915, 87332, 448157, 94737, 120363, 120630]"
308,"[116731, 114660, 118158, 115907, 114808, 113464, 110116, 113501, 111454, 111256, 106965, 110971, 115509, 117107, 117768, 109381, 108227, 92796, 116409, 110521]"
309,"[91064, 112281, 53114, 112572, 117128, 63819, 43274, 72081, 106308, 94625, 32553, 89606, 82010, 74285, 87800, 105435, 56058, 119190, 100142, 91369]"
310,"[88161, 91790, 390521, 80339, 112691, 85334, 95159, 83929, 92005, 117666, 93822, 118111, 71230, 118842, 118749, 88847, 190590, 79367, 120789, 112642]"
311,"[381061, 69198, 427312, 120906, 48750, 1690953, 410297, 944835, 443543, 432021, 1229238, 371246, 139654, 310793, 497116, 369339, 379725, 454921, 70379, 317219]"
312,"[115632, 73312, 112714, 117110, 106471, 65214, 117071, 109688, 116353, 114474, 37059, 63819, 84589, 103130, 102536, 73341, 82010, 117293, 116240, 116250]"
313,"[252503, 119731, 120461, 123209, 1690953, 178868, 458352, 454921, 457939, 105488, 119313, 97239, 94947, 80678, 133952, 85244, 155975, 89370, 435761, 67093]"
314,"[94721, 120915, 92099, 97351, 88847, 1572781, 87469, 88323, 1153040, 94226, 995832, 290334, 234215, 2113681, 860907, 151804, 412888, 383574, 94737, 16938]"
315,"[79470, 103064, 117500, 78788, 119567, 83798, 177789, 190590, 114814, 112573, 112442, 364725, 111503, 357413, 107290, 107507, 107943, 102926, 116629, 47437]"
316,"[443706, 373074, 910936, 1403865, 93822, 99487, 105793, 1245492, 389860, 1386588, 780504, 1570728, 1979320, 1210166, 443272, 363547, 1226774, 463854, 71230, 79588]"
317,"[79945, 102975, 114287, 120363, 119654, 103772, 113243, 114887, 126029, 120812, 107048, 88763, 110099, 97576, 258463, 99423, 103776, 268978, 167260, 91059]"
318,"[112346, 112281, 102803, 112499, 116151, 113492, 113957, 114666, 113117, 117276, 113501, 120586, 114069, 111282, 111149, 93756, 95882, 109504, 89927, 110622]"
319,"[105236, 120915, 83866, 116282, 71853, 73486, 80684, 99685, 78748, 114558, 167404, 88247, 113089, 97576, 114210, 114852, 240772, 116996, 93409, 172495]"
320,"[44081, 38355, 89853, 46250, 66808, 79522, 36613, 91867, 98635, 36775, 93822, 47296, 64665, 33467, 38650, 105695, 71315, 67116, 31381, 70735]"
321,"[25878, 36775, 113855, 61395, 114478, 114798, 110769, 110950, 375679, 108515, 32910, 116683, 32904, 47437, 51658, 52126, 27125, 35446, 34012, 50825]"
322,"[78788, 15648, 120630, 98213, 112431, 114814, 57251, 116324, 30341, 92699, 127536, 111161, 163984, 151804, 120735, 122906, 83658, 126886, 335266, 116282]"
323,"[246578, 66921, 457430, 449059, 405094, 310793, 268126, 118715, 78788, 338013, 120586, 114814, 109830, 105695, 120912, 114709, 112641, 112431, 367594, 112573]"
324,"[114436, 472033, 887883, 366548, 120757, 161100, 195945, 413267, 103596, 109015, 963743, 308506, 269499, 265930, 274117, 232083, 268219, 269329, 457419, 59742]"
