tmdbId,tmdbIds
16305,"[10363, 3767, 198, 33015, 26271, 8333, 34106, 64382, 65203, 43278, 22527, 21589, 62676, 10239, 94857, 22692, 36739, 35292, 48211, 43002, 47302, 49929, 13482, 25905, 31921, 44164, 43028, 42459, 5168, 3022, 204, 41277, 35987, 26520, 10606, 43004, 1040, 14652, 126148, 55207, 38695, 21200, 27030, 29589, 21641, 24807, 32574, 592, 54405, 11830]"
32255,"[1834, 3086, 30892, 31530, 10002, 10366, 25670, 19483, 149687, 54405, 34637, 11219, 28288, 198, 26744, 28120, 31556, 26167, 49126, 25445, 34774, 95627, 29242, 24453, 33666, 35119, 22178, 43463, 19259, 24918, 13715, 12704, 32686, 38545, 31151, 31863, 12623, 8217, 32569, 18030, 11536, 8463, 59585, 32261, 49788, 16560, 32330, 2148, 11308, 33214]"
48797,"[11876, 23114, 37550, 22213, 11570, 36652, 85689, 19736, 37305, 85328, 3598, 11953, 30168, 37345, 9764, 11532, 24128, 25898, 24086, 10371, 11037, 10015, 23928, 1890, 19004, 10467, 36797, 27841, 4480, 12475, 11955, 30892, 31342, 21500, 1688, 9710, 9440, 11314, 12519, 659, 14280, 123056, 53565, 29005, 4481, 8512, 14412, 31908, 11157]"
19997,"[26744, 28120, 31556, 26167, 49126, 25445, 34774, 95627, 29242, 24453, 33666, 35119, 22178, 43463, 19259, 24918, 13715, 12704, 32686, 38545, 31151, 31863, 12623, 8217, 32569, 18030, 11536, 8463, 59585, 32261, 49788, 16560, 32330, 2148, 11308, 33214, 66092, 40932, 1716, 77670, 34084, 10170, 4267, 4031, 32484, 37230, 14729, 41034, 28577, 50035]"
3767,"[16305, 10363, 27609, 31507, 28569, 4024, 17993, 11986, 8333, 21189, 27397, 35199, 39391, 26596, 17281, 3110, 42015, 38291, 16800, 22733, 15919, 911, 255, 2152, 21849, 910, 42124, 20239, 14587, 64382, 30180, 36943, 65203, 43278, 22527, 21589, 122190, 62676, 10239, 42006, 94857, 22692, 36739, 35292, 48211, 43002, 1485, 47302, 49929, 33250]"
17352,"[2769, 39391, 909, 20283, 27191, 18887, 17281, 22160, 34857, 16085, 9459, 28580, 11016, 24203, 14675, 8356, 25673, 3062, 10896, 31516, 4886, 34148, 14202, 32611, 14615, 11385, 36676, 24481, 13936, 26744, 28120, 31556, 26167, 49126, 25445, 34774, 95627, 29242, 24453, 33666, 35119, 22178, 43463, 19259, 24918, 13715, 12704, 32686, 38545, 31151]"
535,"[10396, 873, 40634, 13681, 11557, 32669, 3055, 15143, 10269, 1788, 88, 21027, 10236, 9281, 17941, 10443, 2005, 6949, 15660, 21711, 10303, 1049, 12157, 1552, 2321, 11963, 8130, 10338, 31593, 43236, 2202, 19414, 12626, 83714, 838, 12150, 48259, 11191, 15698, 33468, 14741, 10603, 26269, 918, 16085, 40772, 16620, 3525, 10083, 509]"
2731,"[41647, 26648, 9524, 51333, 38442, 29586, 49842, 50247, 28268, 41391, 48831, 42449, 12496, 2926, 15383, 33324, 661, 64802, 26149, 32847, 27725, 29968, 56137, 1919, 38868, 29371, 5916, 994, 1812, 42489, 47697, 62994, 123757, 18391, 170767, 15813, 13526, 13132, 39125, 36791, 3515, 11638, 9923, 995, 42222, 22796, 9792, 139405, 30072, 43802]"
1654,"[9289, 826, 982, 488, 37853, 13697, 11202, 28368, 26578, 838, 11426, 793, 801, 600, 10015, 619, 5919, 11296, 404, 632, 596, 12120, 746, 984, 2112, 9387, 32567, 5924, 16363, 990, 975, 658, 21876, 11901, 30547, 11040, 476, 11419, 15660, 4825, 11826, 3116, 1879, 242, 1669, 24748, 11368, 11016, 261, 62]"
31043,"[8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801, 33519, 25944, 37843, 64900, 1802, 61563, 25624, 76996, 109614, 125021, 266, 28353, 19601, 49728, 9438, 12238, 40688, 40961, 10281, 39929, 41828, 41769, 10306, 11586, 24816, 28736, 19158, 21661, 51942]"
14831,"[21734, 24016, 26933, 11481, 52873, 133575, 704, 24481, 72031, 11868, 42489, 15300, 16618, 42611, 27841, 3035, 11235, 832, 11686, 11787, 10002, 28145, 12105, 33743, 11575, 149687, 21972, 14651, 12308, 6173, 10305, 60608, 55903, 5683, 20862, 54405, 12212, 13824, 11562, 4203, 10340, 11485, 16093, 16642, 13562, 4886, 31530, 30285, 32646, 15198]"
658,"[117, 646, 856, 860, 660, 253, 9798, 1366, 6471, 8872, 1669, 9678, 1893, 10303, 154, 762, 4011, 177, 838, 11176, 564, 9377, 476, 1701, 691, 1894, 8487, 967, 97, 105, 2657, 10603, 657, 137, 10730, 639, 8452, 8009, 1624, 2107, 1895, 1585, 218, 714, 85, 1621, 36685, 9277, 1924, 642]"
657,"[646, 391, 658, 253, 838, 11787, 699, 5769, 9757, 33680, 10402, 1879, 11001, 32574, 9072, 16888, 9289, 29005, 50627, 16642, 15752, 117, 11302, 691, 5925, 33015, 910, 996, 9558, 24086, 947, 26271, 9599, 762, 3078, 900, 10872, 39940, 30892, 1051, 20662, 37472, 679, 13920, 660, 16672, 27745, 860, 981, 2107]"
646,"[253, 681, 691, 699, 658, 660, 709, 657, 19379, 32274, 19378, 49948, 2107, 4929, 10730, 8393, 27472, 698, 9873, 10050, 11856, 482, 10303, 10206, 15196, 58496, 10603, 193893, 9444, 106, 667, 11015, 31220, 11038, 17897, 38925, 188927, 10328, 32872, 11319, 9280, 110643, 26291, 11937, 32456, 10045, 756, 36141, 10859, 9442]"
5689,"[1688, 1705, 14347, 21500, 9507, 11223, 14742, 27932, 10730, 29723, 15698, 11123, 54087, 918, 9531, 12186, 10132, 106143, 44772, 26789, 37345, 29968, 48259, 8970, 11157, 9710, 11082, 10371, 10396, 18169, 13698, 32622, 4296, 42033, 27327, 42337, 21143, 11326, 13282, 10805, 32060, 64802, 59181, 26827, 10324, 10670, 26371, 11975, 9445]"
391,"[14886, 11901, 938, 43103, 20813, 123056, 33194, 11001, 11040, 21, 24086, 7512, 23954, 32567, 49805, 10496, 657, 8293, 429, 24748, 38772, 16934, 24452, 29005, 10747, 18282, 1051, 4929, 967, 147, 36819, 10705, 26578, 20239, 30180, 168535, 74239, 36943, 31930, 2760, 122190, 42006, 1485, 33250, 57745, 70042, 12589, 49410, 18172, 39541]"
8052,"[170767, 15813, 13526, 13132, 39125, 36791, 3515, 11638, 9923, 9792, 14905, 30072, 26618, 11400, 11532, 20318, 91217, 25066, 10278, 31642, 221917, 124645, 6072, 60994, 28171, 1770, 41647, 56235, 23908, 1685, 23949, 55561, 52059, 42739, 9626, 36234, 13537, 46027, 13907, 9431, 10404, 11229, 1259, 20595, 14484, 41784, 14757, 32015, 11163, 26813]"
772,"[10663, 9396, 9622, 10982, 13794, 10776, 22317, 10587, 10906, 12151, 2978, 46094, 9086, 165, 330, 771, 9273, 9413, 564, 1634, 37135, 795, 11411, 1817, 2786, 169, 7972, 2300, 13203, 11283, 10344, 2605, 9336, 10136, 9715, 8193, 8860, 2625, 24405, 3587, 197537, 25723, 31146, 15251, 12088, 9981, 1444, 9641, 3549, 7278]"
31650,"[17941, 9445, 26522, 12714, 10132, 106143, 26789, 24750, 16241, 11123, 15698, 59181, 26827, 32488, 48259, 10670, 34053, 104301, 11313, 111815, 33468, 18913, 15665, 11145, 31593, 32027, 39197, 11790, 36094, 52770, 32221, 44326, 14112, 17590, 31955, 30949, 11881, 21142, 2115, 31582, 51763, 28902, 19429, 42196, 17918, 32081, 38718, 10627, 21866, 26269]"
550,"[603, 77, 107, 122, 121, 120, 73, 98, 393, 857, 14, 745, 808, 187, 500, 272, 22, 1542, 557, 274, 37165, 585, 11, 680, 85, 27205, 38, 105, 24, 489, 155, 161, 497, 12, 137, 1422, 492, 100, 180, 8358, 13, 1891, 9806, 238, 89, 640, 807, 278, 1597, 627]"
12220,"[30500, 29938, 8420, 14629, 10210, 5852, 10468, 6028, 17127, 1831, 4587, 11363, 44772, 13853, 16858, 110972, 26602, 3558, 18169, 10564, 4927, 2428, 9079, 26371, 13907, 12309, 32669, 171982, 26333, 15658, 9611, 18681, 3050, 10398, 12092, 11223, 15947, 15171, 84586, 9994, 606, 10671, 10984, 11868, 15598, 10390, 1058, 15037, 25562, 38772]"
1610,"[13067, 22358, 16258, 4959, 14976, 6691, 49299, 47818, 26798, 26603, 3064, 63435, 11317, 27983, 16558, 7214, 37606, 13394, 25147, 77223, 36434, 15247, 11431, 1550, 12222, 12616, 12797, 10139, 19953, 38904, 20468, 9620, 11619, 11775, 2207, 61178, 69, 10330, 14836, 12509, 7485, 13053, 16320, 1985, 11033, 2048, 675, 23570, 40490, 11247]"
42881,"[8689, 31767, 26606, 452, 18415, 47620, 1696, 7090, 11167, 99040, 40751, 42758, 416437, 29030, 30964, 17343, 30062, 28172, 21484, 20850, 39891, 3134, 28794, 45964, 18939, 40723, 15516, 9299, 12262, 233, 24124, 47886, 25239, 4241, 28679, 57447, 42695, 28942, 1836, 29437, 27425, 26517, 31965, 29049, 14262, 5729, 24106, 28504, 41212, 18917]"
404,"[11368, 21866, 33430, 17600, 27857, 22267, 31662, 91217, 31657, 42739, 18129, 11851, 12706, 9445, 2639, 3116, 3309, 10278, 5156, 36492, 38718, 15660, 1480, 10223, 22660, 30547, 1883, 52059, 10132, 56235, 23908, 28628, 104301, 110643, 11855, 14295, 9977, 267, 16241, 14112, 38925, 32274, 14412, 47620, 11826, 36094, 44326, 16384, 28519, 106143]"
42196,"[17941, 106143, 26789, 111815, 32027, 1978, 39197, 52770, 9272, 32221, 17590, 31955, 10132, 51763, 15698, 15393, 30949, 31650, 11123, 12157, 10670, 26827, 9445, 52772, 48259, 21866, 28295, 14667, 21027, 20637, 59181, 26522, 27972, 23439, 31593, 40478, 83660, 19971, 33468, 26269, 11851, 22307, 32081, 16769, 16608, 10324, 21849, 2613, 11790, 150823]"
36819,"[177, 6978, 1700, 154, 218, 4011, 5548, 34584, 97, 967, 9659, 1103, 679, 526, 856, 10328, 11901, 762, 9663, 871, 5925, 13597, 926, 1585, 10692, 2756, 14506, 391, 1891, 8810, 7512, 105, 1649, 13820, 1366, 9326, 756, 11639, 1669, 4105, 9377, 927, 671, 769, 10513, 941, 841, 9404, 9427, 16934]"
42726,"[8545, 10404, 10669, 11386, 10693, 15943, 293, 253, 10674, 11674, 10895, 9427, 3063, 637, 1624, 9487, 658, 856, 857, 927, 688, 10020, 583, 424, 2118, 2493, 2280, 329, 601, 862, 8844, 15602, 31357, 11862, 949, 11860, 45325, 9091, 710, 9087, 12110, 21032, 10858, 1408, 524, 4584, 5, 9273, 11517, 8012]"
9343,"[36599, 168535, 74239, 31930, 2760, 11900, 5816, 5899, 2754, 83186, 158990, 179150, 5900, 16642, 26889, 19426, 11889, 11698, 40423, 8053, 1712, 32015, 26291, 11163, 26813, 11212, 9689, 38360, 15192, 43361, 47715, 12491, 833, 897, 48035, 1394, 47735, 16131, 18927, 31442, 257, 138, 39940, 10102, 11495, 11654, 15919, 147, 5156, 692]"
16858,"[3121, 16958, 21711, 26371, 28580, 2769, 39391, 12185, 18169, 17984, 17887, 11337, 8818, 10671, 31593, 13697, 8130, 18254, 118098, 33468, 11562, 64802, 22160, 47947, 10669, 2321, 10403, 16347, 10443, 19931, 10774, 12220, 32076, 11790, 2768, 10784, 11561, 25562, 24018, 17352, 13485, 2115, 31582, 14742, 30346, 11426, 44772, 34148, 14615, 36676]"
42006,"[20239, 30180, 36943, 122190, 1485, 33250, 57745, 70042, 12589, 49410, 18172, 39541, 25037, 19067, 13560, 9082, 4911, 51230, 17592, 26332, 113273, 24587, 512, 9664, 10496, 124837, 33015, 30202, 24257, 16672, 15752, 9910, 441, 27745, 11870, 21189, 29786, 19827, 72987, 18603, 41276, 21721, 58062, 14433, 35199, 13787, 39266, 49805, 8333, 6643]"
11562,"[25188, 15764, 12626, 10440, 13697, 2639, 968, 476, 9346, 30197, 30890, 3116, 12185, 4480, 11368, 11337, 20283, 1955, 177, 3121, 838, 10669, 11302, 11426, 244, 10548, 1051, 10765, 10849, 14742, 16619, 2107, 1779, 9277, 14412, 10403, 11624, 11050, 12560, 592, 31044, 859, 18129, 10633, 1578, 287, 11040, 16241, 28145, 15]"
10496,"[512, 20239, 30180, 36943, 122190, 42006, 1485, 33250, 57745, 70042, 12589, 49410, 18172, 39541, 25037, 19067, 13560, 9082, 4911, 51230, 17592, 26332, 113273, 24587, 24257, 30142, 9664, 42124, 14839, 49805, 124837, 33015, 19827, 35199, 8740, 30202, 18282, 315, 16672, 15752, 9910, 441, 27745, 11870, 14635, 21189, 29786, 72987, 18603, 41276]"
8649,"[36136, 1811, 692, 1808, 9453, 33516, 13552, 10331, 1665, 26371, 21866, 8970, 469, 1956, 10416, 16241, 1946, 31465, 17941, 54933, 37722, 57834, 638, 17795, 468, 32076, 10440, 33468, 1387, 655, 11121, 15660, 11790, 622, 31593, 11223, 13820, 2115, 31582, 476, 14924, 345, 11222, 28377, 177, 62422, 21128, 11549, 44772, 10132]"
31306,"[55123, 31776, 21311, 10501, 10875, 2768, 12235, 11718, 2290, 12618, 10648, 5491, 150823, 67307, 40962, 318, 17494, 10651, 34014, 38617, 29185, 19118, 2779, 5922, 81442, 31603, 41357, 14475, 14807, 40814, 53426, 6393, 42048, 20712, 49370, 26895, 13571, 12647, 17496, 5917, 26560, 19114, 85058, 25113, 96966, 14664, 84735, 32077, 45840, 24249]"
10563,"[13962, 2625, 24405, 3587, 197537, 25723, 18519, 17414, 11933, 25438, 47288, 17709, 10280, 1968, 18252, 27681, 13971, 70588, 83443, 12233, 9413, 26180, 32911, 32284, 35680, 40772, 9073, 18417, 16288, 10823, 17832, 26441, 9400, 9454, 110972, 22317, 18862, 41841, 10349, 47941, 26602, 10897, 332, 18975, 9024, 8860, 11955, 10489, 20242, 34760]"
14484,"[92381, 60082, 40505, 40879, 170767, 34043, 15813, 35696, 13908, 15070, 9544, 26056, 68569, 13526, 15074, 16028, 13369, 13132, 11244, 17995, 39125, 8046, 36791, 11059, 31395, 8842, 37044, 3515, 1997, 53287, 14797, 15644, 13559, 16232, 11836, 11658, 11413, 27202, 11638, 9923, 9792, 24929, 10696, 11504, 16096, 14443, 30072, 28597, 11470, 16097]"
94857,"[64382, 65203, 43278, 22527, 22692, 36739, 35292, 48211, 43002, 31921, 26378, 40867, 27854, 25364, 118098, 33734, 21849, 39391, 18299, 29376, 31997, 11462, 32275, 32574, 16305, 28580, 41852, 16958, 27191, 11112, 21734, 18228, 12501, 52470, 911, 13320, 36492, 28145, 3086, 17443, 17887, 3767, 20334, 34106, 20306, 28971, 10896, 15919, 28288, 198]"
32043,"[8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801, 33519, 25944, 37843, 64900, 1802, 61563, 25624, 76996, 109614, 125021, 266, 28353, 19601, 49728, 9438, 12238, 40688, 40961, 10281, 39929, 41828, 41769, 10306, 11586, 24816, 28736, 19158, 21661, 51942]"
15247,"[49299, 41730, 25212, 33828, 10613, 25985, 47818, 26798, 26603, 3064, 125707, 42612, 35650, 13915, 10985, 18408, 63435, 11317, 15278, 19415, 32235, 54973, 34681, 502, 37939, 12197, 15272, 15003, 17680, 79519, 52903, 39440, 46138, 46689, 52013, 8967, 63144, 55244, 69735, 70578, 59457, 75301, 100046, 84327, 84169, 84284, 124067, 90603, 133823, 130750]"
29251,"[2161, 11234, 29154, 21, 9455, 17917, 2990, 10673, 1694, 11963, 10518, 7450, 10136, 11702, 14924, 16619, 192, 242, 11541, 10161, 709, 3536, 403, 925, 707, 814, 12560, 8584, 8195, 12105, 10303, 859, 14412, 699, 13466, 10249, 106, 5693, 1598, 625, 12107, 13820, 11393, 9326, 1551, 11257, 10328, 681, 9663, 873]"
5548,"[106, 9387, 1880, 2756, 1924, 1573, 9426, 218, 11379, 348, 8077, 861, 13820, 97, 2978, 9671, 9659, 9340, 1891, 10803, 11, 1893, 8536, 927, 11639, 11082, 36819, 755, 13597, 10328, 4011, 6114, 679, 10136, 8913, 165, 11976, 603, 1701, 846, 601, 34584, 87, 744, 2322, 280, 766, 2668, 8078, 1892]"
5549,"[10136, 10208, 9644, 14170, 11418, 31947, 18252, 1880, 11082, 6519, 11886, 11133, 2978, 2924, 1370, 34746, 31146, 12088, 1444, 9641, 11639, 91217, 5550, 9626, 10490, 10658, 9409, 10663, 4978, 9086, 943, 34584, 579, 25438, 5548, 9605, 32911, 28165, 105024, 9340, 27472, 11955, 12151, 40772, 13597, 11319, 10122, 4011, 18862, 10349]"
856,"[1669, 658, 9377, 620, 630, 9487, 564, 1924, 4011, 578, 137, 639, 105, 817, 252, 863, 117, 2898, 2280, 9326, 10377, 177, 1893, 621, 607, 623, 1891, 941, 95, 89, 861, 9354, 857, 9346, 348, 218, 601, 85, 154, 813, 1573, 679, 4327, 1934, 1366, 6488, 2756, 8872, 597, 792]"
38772,"[14839, 36492, 49805, 24257, 18282, 315, 14886, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801, 33519, 25944, 37843, 64900, 1802, 61563, 25624, 76996, 109614, 125021, 266, 28353, 19601, 49728, 9438, 12238, 40688, 40961, 10281, 39929, 41828, 41769]"
699,"[681, 253, 646, 11015, 39074, 5825, 32872, 12662, 667, 12107, 9781, 14052, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801, 33519, 25944, 37843, 64900, 1802, 61563, 25624, 76996, 109614, 125021, 266, 28353, 19601, 49728, 9438, 12238, 40688]"
709,"[2100, 636, 10050, 700, 10859, 10208, 58048, 188927, 707, 245706, 59859, 20309, 646, 11856, 157834, 9873, 22798, 10303, 2210, 10536, 12535, 16723, 681, 4929, 10906, 10663, 17894, 19379, 11846, 27472, 1722, 667, 660, 33689, 31638, 144953, 29076, 43109, 18828, 44412, 23685, 10646, 24113, 11950, 26044, 30502, 9085, 39002, 9683]"
253,"[667, 660, 698, 699, 681, 646, 36670, 691, 700, 658, 14140, 10670, 682, 2005, 27472, 9605, 10603, 9941, 12107, 11123, 29355, 19379, 11708, 36643, 12651, 2100, 18283, 657, 11890, 11038, 636, 856, 11856, 8873, 10730, 11557, 15698, 2107, 9873, 20309, 9051, 12120, 11374, 709, 9944, 11087, 1879, 81310, 707, 744]"
13511,"[8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801, 33519, 25944, 37843, 64900, 1802, 61563, 25624, 76996, 109614, 125021, 266, 28353, 19601, 49728, 9438, 12238, 40688, 40961, 10281, 39929, 41828, 41769, 10306, 11586, 24816, 28736, 19158, 21661, 51942]"
660,"[667, 700, 36670, 253, 4929, 682, 691, 10050, 646, 10859, 188927, 4967, 171274, 681, 2616, 58048, 658, 2100, 9357, 22575, 87093, 1666, 239563, 245706, 22553, 59108, 96724, 209263, 636, 271714, 109410, 46503, 72207, 82525, 59859, 39053, 11939, 49963, 5820, 239678, 10995, 14048, 331781, 14533, 67273, 9472, 709, 36599, 157834, 698]"
11377,"[13824, 11531, 11868, 11357, 17711, 9728, 17834, 11598, 19255, 4234, 34996, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801, 33519, 25944, 37843, 64900, 1802, 61563, 25624, 76996, 109614, 125021, 266, 28353, 19601, 49728, 9438, 12238, 40688, 40961]"
26149,"[26648, 9524, 51333, 38442, 29586, 49842, 50247, 28268, 41391, 48831, 42449, 12496, 2926, 15383, 33324, 661, 32847, 27725, 56137, 1919, 38868, 5916, 994, 1812, 42489, 995, 42222, 22796, 43802, 12493, 33740, 1405, 803, 12717, 25566, 2262, 66027, 11558, 30285, 84175, 36676, 23378, 934, 14615, 34148, 14675, 2731, 42611, 33245, 29884]"
492,"[14, 243, 1934, 9434, 153, 550, 510, 104, 11545, 1359, 2757, 9675, 500, 544, 275, 745, 28, 620, 146, 786, 334, 134, 137, 115, 9428, 703, 240, 762, 141, 11072, 603, 5279, 1430, 162, 769, 121, 10403, 9451, 78, 77, 489, 850, 38, 2280, 8872, 926, 1900, 2755, 13785, 641]"
128,"[129, 4935, 81, 149, 12429, 16859, 823, 11299, 4977, 10515, 9323, 14836, 8392, 11621, 12477, 9470, 33320, 1059, 18570, 55931, 7453, 14337, 187, 27205, 979, 225130, 59436, 9316, 9473, 15999, 18, 14002, 79, 38142, 626, 293310, 25376, 1791, 9480, 15370, 36668, 12140, 42994, 89708, 185, 38356, 49049, 557, 137113, 5236]"
46286,"[14864, 10416, 9702, 9278, 12117, 12524, 1923, 16379, 16820, 18555, 635, 7452, 8649, 17707, 2990, 23618, 40156, 11120, 175, 11589, 10342, 2291, 10493, 10683, 2655, 11856, 10279, 9276, 16281, 2123, 11601, 10307, 29143, 10909, 36647, 9946, 8914, 4234, 13853, 11337, 345, 1715, 9745, 14181, 1907, 18681, 2275, 6522, 2290, 10385]"
8672,"[99040, 40751, 42758, 416437, 30964, 28966, 16249, 12684, 543, 32628, 32600, 43368, 5991, 26723, 18783, 57976, 39543, 15677, 47955, 7015, 147729, 18569, 430, 23325, 32318, 26712, 1882, 50075, 20278, 23330, 222, 11602, 22596, 31623, 67217, 39871, 701, 15244, 22871, 27375, 42694, 42359, 31411, 18771, 13457, 690, 31587, 24998, 45695, 32764]"
2020,"[11817, 2608, 9027, 23939, 9296, 10385, 32489, 18764, 16172, 26661, 9413, 39953, 22777, 65157, 47070, 14906, 46929, 20343, 11649, 17203, 21056, 26573, 47045, 80070, 45864, 27273, 20678, 16690, 19797, 41756, 15482, 11243, 19975, 53027, 17132, 22233, 10735, 15850, 2263, 14411, 33521, 9616, 10619, 19064, 17614, 10407, 12708, 10028, 52036, 27465]"
9481,"[37144, 215875, 10371, 4916, 1727, 10398, 38225, 9433, 37345, 41671, 15037, 11428, 33278, 26515, 34322, 9980, 10131, 18086, 39283, 53113, 24831, 34996, 10326, 2275, 9827, 10068, 4234, 10676, 10766, 30168, 9946, 37530, 11259, 918, 18222, 38557, 14040, 13824, 11868, 8838, 9822, 619, 11284, 10072, 11893, 12488, 25898, 1573, 1688]"
9008,"[10223, 10403, 2118, 242, 1900, 1051, 9452, 6415, 29193, 769, 12626, 9277, 28940, 54087, 11386, 1934, 9390, 9475, 14295, 289, 642, 990, 10633, 801, 2895, 838, 5279, 2322, 10396, 320, 275, 1715, 2005, 184, 1713, 793, 982, 1883, 19053, 226, 13776, 334, 16620, 9013, 88, 13466, 9281, 398, 24525, 8741]"
14242,"[29047, 14285, 15389, 2152, 35199, 42124, 10086, 147, 1847, 18734, 37088, 36599, 22490, 28219, 8416, 3033, 4154, 16448, 203, 15723, 16550, 5683, 2074, 1999, 8740, 2260, 21991, 10849, 44490, 83718, 44754, 17600, 174787, 22319, 34653, 26690, 1942, 21635, 1723, 14359, 41397, 26851, 3133, 10056, 26038, 16636, 2721, 26755, 592, 33222]"
16129,"[99040, 40751, 42758, 416437, 30964, 30020, 11104, 87078, 47692, 8672, 24858, 1414, 267, 21589, 62676, 10239, 47302, 49929, 13482, 25905, 44164, 43028, 42459, 5168, 3022, 204, 41277, 35987, 26520, 10606, 43004, 1040, 14652, 126148, 55207, 38695, 21200, 27030, 29589, 21641, 45609, 452, 76330, 9455, 320011, 38884, 52059, 10494, 5910, 11167]"
11489,"[293310, 265195, 49096, 31514, 19460, 12456, 21135, 8016, 44345, 52345, 5206, 60141, 8461, 8938, 34283, 67612, 67062, 8353, 48303, 59490, 54083, 65673, 47261, 75964, 25774, 76696, 103328, 97989, 128190, 80518, 44516, 191720, 110428, 157851, 42590, 137221, 54155, 284362, 10889, 307, 5544, 1791, 9896, 8072, 40096, 89708, 29845, 42106, 18079, 1626]"
28145,"[24086, 17443, 220, 29478, 13697, 32574, 3121, 29005, 31121, 21734, 3116, 113279, 10102, 11040, 11426, 26617, 11787, 24481, 26578, 10896, 11562, 838, 16347, 24226, 13485, 11587, 18254, 72031, 64382, 65203, 43278, 22527, 94857, 22692, 36739, 35292, 48211, 43002, 31921, 903, 31516, 9289, 23954, 21259, 9684, 12501, 37853, 25010, 909, 25319]"
18111,"[19204, 28605, 29787, 62204, 55667, 18498, 10212, 45549, 19092, 28070, 37532, 6917, 22500, 20075, 11469, 26978, 30924, 24919, 15119, 32685, 10285, 15901, 15902, 28893, 20726, 11351, 29161, 11811, 4365, 11069, 10829, 10686, 14510, 24341, 11052, 24924, 31117, 43388, 29173, 1662, 17467, 30983, 32526, 3177, 12583, 11049, 8968, 185441, 19884, 11453]"
11223,"[44772, 26371, 918, 64802, 10132, 59181, 1058, 9605, 12309, 28033, 26827, 17402, 48259, 106143, 26789, 9445, 10333, 36094, 58770, 54087, 14742, 46992, 44326, 104301, 10670, 8970, 11863, 16241, 15698, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801]"
16281,"[207933, 927, 10127, 2487, 11841, 16353, 11527, 9024, 10222, 11082, 16288, 11077, 9702, 20312, 609, 9626, 11133, 9453, 10416, 15144, 11713, 11797, 45549, 19092, 2625, 24405, 3587, 197537, 28070, 25723, 37532, 6917, 47697, 62994, 123757, 22500, 18391, 20075, 11469, 26978, 30924, 24919, 15119, 32685, 10285, 15901, 15902, 28893, 20726, 11351]"
16288,"[9024, 2625, 24405, 3587, 197537, 25723, 11133, 18519, 17414, 24913, 9980, 10014, 10823, 11933, 25438, 47288, 17709, 11082, 10280, 18252, 9622, 9429, 9413, 11284, 46094, 10657, 8428, 14742, 10552, 10489, 47697, 62994, 123757, 26953, 18391, 22915, 12484, 20443, 33172, 29095, 8867, 20009, 39578, 26725, 17168, 13704, 26180, 13997, 139405, 37530]"
1694,"[21137, 26857, 33516, 15849, 13552, 7341, 692, 47620, 110643, 10766, 38925, 1811, 26291, 9453, 10576, 18990, 9980, 2212, 8769, 9003, 10676, 33278, 26515, 41671, 4488, 9977, 24808, 9827, 11428, 15239, 18588, 814, 26606, 27857, 16934, 32274, 14924, 36136, 31767, 26422, 948, 8689, 8974, 17204, 12143, 1808, 17692, 46986, 25319, 34760]"
476,"[11562, 1713, 15660, 11368, 3116, 968, 11040, 859, 18129, 244, 10440, 1480, 177, 28940, 11881, 11541, 1883, 24257, 11426, 13820, 793, 9346, 10669, 11337, 21588, 838, 993, 16241, 26578, 801, 21128, 27857, 11587, 829, 10158, 192, 17204, 1779, 8744, 2639, 14112, 2107, 13697, 378, 925, 404, 1051, 11302, 37247, 10212]"
37094,"[11001, 12475, 242, 45658, 50839, 792, 39538, 9096, 9609, 137, 36797, 192, 1018, 11635, 11498, 11902, 101, 5236, 117, 14908, 16337, 7343, 87, 19736, 9440, 655, 141, 38778, 708, 1630, 19379, 380, 658, 8873, 17585, 65754, 11591, 4169, 19513, 179, 9475, 8741, 6073, 10357, 28053, 150, 9798, 25560, 76493, 39513]"
13555,"[8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801, 33519, 25944, 37843, 64900, 1802, 61563, 25624, 76996, 109614, 125021, 266, 28353, 19601, 49728, 9438, 12238, 40688, 40961, 10281, 39929, 41828, 41769, 10306, 11586, 24816, 28736, 19158, 21661, 51942]"
